Stock Name,Stock Count,Company,Sector,Industry,Country,Market Cap,P/E,Price,Volume,EPS Time,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Date,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Divident,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
GDP,60,Goodrich Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,118.24M,7.13,9.70,"9,144",Tomorrow Before Market EPS,3-Hold ,BUY,C- (Hold),D,November6,5.10,-,0.99,1.46,69.55,-,114.30%,43.01%,15.40%,-5.00%,-15.40%,-,11.00%,32.70%,12.20%,0.60,0.60,1.17,1.17,88.00%,20.30%,18.40%,Nov 07/b,12.19M,10.98M,9.70%,0.00%,84.00%,0.07%,1.35%,11.14,13.26K,-1.32%,2.21%,-12.85%,-21.20%,-33.65%,-28.15%,3.91%,3.99%,2.00,0.69,-,0.39,0.20%,-5.58%,-18.64%,-36.35%,10.23%,45.50,-2.12%,-1.00%
GEN,61,"Genesis Healthcare, Inc.",Healthcare,Long-Term Care Facilities,USA,213.98M,-,1.39,"132,655",Tomorrow Before Market EPS,3-Hold ,HOLD,D (Sell),D,November6,-,-,0.05,-,4.47,-,68.10%,2.10%,7.40%,10.00%,1.10%,-,-3.30%,14.00%,10.10%,0.80,0.80,-,-,-,1.90%,-3.10%,Nov 07/b,153.94M,60.63M,7.20%,-1.11%,32.10%,-0.01%,6.83%,17.88,231.50K,7.75%,19.83%,31.13%,9.45%,-14.72%,17.80%,5.97%,6.59%,2.70,0.57,0.93,0.08,0.58%,9.05%,7.69%,-20.11%,51.09%,53.66,-1.42%,0.71%
GERN,80,Geron Corporation,Healthcare,Biotechnology,USA,265.74M,-,1.45,"1,553,378",Today After Market EPS,3-Hold ,BUY,D (Sell),D,November6,-,-,379.63,1.73,1.74,-,12.70%,4.70%,12.50%,5.00%,-3.60%,-,-20.80%,-21.60%,-16.70%,16.90,16.90,0.00,0.00,-,-,-,Nov 06/a,183.27M,183.27M,0.10%,0.00%,31.30%,-0.66%,22.79%,29.19,1.43M,-2.03%,2.84%,14.17%,-16.67%,-18.08%,45.00%,4.33%,4.45%,1.70,1.09,2.49,0.07,-2.03%,0.22%,-2.01%,-32.24%,51.88%,47.02,-2.03%,0.00%
GFN,62,General Finance Corporation,Services,Rental & Leasing Services,USA,306.18M,-,10.24,"48,071",Tomorrow Before Market EPS,3-Hold ,BUY,C- (Hold),D,November6,14.42,-,0.81,2.26,29.44,6.82,68.60%,9.23%,-28.40%,10.00%,5.70%,-,-1.60%,-8.20%,11.00%,-,-,3.01,3.01,49.00%,16.30%,-2.90%,Nov 07/b,29.90M,14.51M,4.20%,0.00%,24.00%,-0.66%,1.57%,7.11,32.12K,4.38%,23.52%,34.91%,6.44%,-25.85%,1.29%,6.31%,5.11%,2.00,1.50,1.57,0.49,10.86%,16.22%,16.88%,-34.52%,47.23%,71.92,-2.48%,0.57%
GKOS,81,Glaukos Corporation,Healthcare,Medical Instruments & Supplies,USA,2.24B,-,62.43,"434,346",Today After Market EPS,4-Sell ,BUY,C- (Hold),C,November6,-,-,10.66,12.12,14.93,128.28,-29.70%,58.30%,2.90%,32.60%,54.00%,-,-5.40%,-7.00%,-7.80%,6.50,6.00,0.36,0.36,86.70%,-6.30%,-5.90%,Nov 06/a,35.96M,35.72M,0.40%,-23.16%,-,5.06%,18.10%,12.60,513.06K,-3.89%,7.01%,-3.25%,-10.70%,7.82%,11.14%,3.70%,3.44%,2.20,0.85,1.67,2.33,-1.59%,-3.88%,-10.29%,-26.25%,23.38%,44.58,-3.12%,-0.32%
GLP,63,Global Partners LP,Services,Basic Materials Wholesale,USA,691.83M,13.24,20.42,"172,041",Tomorrow Before Market EPS,3-Hold ,HOLD,C (Hold),B,November6,28.36,-,0.05,1.64,-,103.26,174.30%,-9.66%,15.80%,-,-8.30%,10.19%,2.00%,12.60%,11.10%,1.30,0.70,2.80,3.30,5.10%,1.20%,0.40%,Nov 07/b,33.88M,26.66M,4.50%,0.00%,54.50%,0.03%,0.14%,0.55,69.27K,0.10%,4.34%,2.77%,6.41%,-1.45%,25.28%,1.78%,1.88%,3.20,2.48,0.92,0.36,0.84%,3.58%,4.12%,-5.55%,49.87%,58.49,-1.07%,0.19%
GLRE,82,"Greenlight Capital Re, Ltd.",Financial,Accident & Health Insurance,Cayman Islands,398.25M,-,10.89,"139,464",Today After Market EPS,,HOLD,D+ (Sell),C,November6,5.07,-,1.05,0.79,26.73,-,-701.50%,115.00%,-29.30%,10.00%,-26.60%,-,-9.80%,-29.50%,-65.10%,-,-,0.18,0.18,-,-41.80%,-39.30%,Nov 06/a,36.57M,27.41M,2.40%,0.00%,61.00%,-0.67%,5.65%,5.74,270.01K,0.28%,6.76%,13.08%,2.35%,-6.76%,26.33%,2.86%,2.95%,3.00,0.52,0.96,0.32,4.61%,5.46%,6.91%,-13.57%,35.62%,59.30,0.18%,-0.64%
GLUU,83,Glu Mobile Inc.,Technology,Multimedia & Graphics Software,USA,815.42M,629.44,5.66,"5,011,118",Today After Market EPS,3-Hold ,STRONG BUY,D+ (Sell),D,November6,14.49,41.96,2.11,4.43,8.20,20.64,90.40%,74.55%,19.60%,15.00%,28.30%,-,0.50%,0.90%,-7.30%,1.30,1.30,0.00,0.00,63.20%,0.00%,0.40%,Nov 06/a,143.94M,122.45M,1.40%,-78.65%,68.20%,1.76%,8.75%,3.21,3.34M,-7.74%,6.19%,9.36%,-37.75%,-18.96%,-29.80%,4.55%,4.13%,1.50,1.50,1.14,0.26,-2.68%,6.25%,-26.57%,-51.79%,37.83%,48.13,-3.98%,-0.67%
GLYC,64,"GlycoMimetics, Inc.",Healthcare,Biotechnology,USA,242.69M,-,5.62,"86,516",Tomorrow Before Market EPS,2-Buy ,BUY,None,D,November6,-,-,-,1.36,1.32,-,-3.90%,-13.90%,33.20%,-,-,-,-26.50%,-27.90%,-,17.50,17.50,0.00,0.00,-,-,-,Nov 07/b,43.18M,42.45M,0.80%,485.94%,-,30.80%,8.53%,7.20,503.16K,0.90%,29.79%,73.46%,-54.57%,-59.36%,-40.65%,6.85%,7.06%,2.20,0.17,2.71,0.35,12.64%,26.11%,-38.96%,-60.64%,112.88%,62.17,-4.75%,1.03%
GMED,84,"Globus Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,5.29B,37.60,53.06,"619,239",Today After Market EPS,3-Hold ,BUY,B+ (Buy),C,November6,27.75,3.58,7.13,4.08,22.03,64.18,27.70%,11.36%,16.20%,10.50%,10.40%,-,10.90%,11.80%,11.60%,6.90,4.90,0.00,0.00,77.20%,21.70%,19.30%,Nov 06/a,99.79M,53.03M,0.90%,-5.87%,92.30%,0.52%,3.74%,4.50,440.72K,2.12%,7.11%,6.35%,21.86%,-2.78%,22.60%,2.09%,2.15%,2.40,1.41,0.95,1.11,4.46%,4.44%,14.36%,-8.25%,39.59%,64.90,0.26%,0.11%
GMRE,85,Global Medical REIT Inc.,Conglomerates,Conglomerates,USA,405.81M,31.01,11.38,"97,532",Today After Market EPS,2-Buy ,None,B- (Buy),A,November6,45.89,3.45,6.71,1.54,126.82,368.92,490.80%,95.28%,15.20%,9.00%,168.60%,7.03%,1.30%,4.00%,1.30%,0.90,0.90,1.38,1.39,-,13.50%,14.50%,Nov 06/a,35.66M,29.03M,10.50%,-,48.30%,1.98%,-,-,214.31K,-6.80%,-1.13%,10.38%,10.27%,25.61%,28.01%,2.54%,1.97%,-,0.46,0.34,0.26,-3.72%,-0.81%,7.11%,-7.48%,39.63%,41.89,-0.44%,0.18%
GNK,86,Genco Shipping & Trading Limited,Services,Shipping,USA,413.25M,-,9.90,"312,582",Today After Market EPS,3-Hold ,BUY,C- (Hold),C,November6,7.37,-,1.08,0.41,2.50,7.92,50.00%,248.90%,52.10%,60.26%,10.10%,-,-1.10%,-1.80%,-0.30%,2.00,1.70,0.43,0.49,32.30%,2.60%,-4.80%,Nov 06/a,41.74M,41.33M,0.80%,0.00%,86.10%,0.05%,2.48%,4.65,220.77K,-5.26%,6.57%,17.02%,13.66%,-9.42%,25.48%,5.44%,4.77%,1.70,1.42,1.02,0.52,-4.17%,-0.20%,12.03%,-14.14%,44.95%,45.85,-4.53%,-0.38%
GNMK,87,"GenMark Diagnostics, Inc.",Healthcare,Medical Appliances & Equipment,USA,329.00M,-,5.82,"270,679",Today After Market EPS,3-Hold ,None,D- (Sell),B,November6,-,-,4.38,22.38,7.97,-,25.00%,29.10%,1.00%,-,20.90%,-,-52.10%,-167.50%,-68.90%,3.40,2.80,3.26,0.00,31.10%,-58.60%,-63.90%,Nov 06/a,56.53M,55.28M,5.50%,-4.09%,90.60%,-2.36%,4.46%,10.05,245.16K,0.34%,3.37%,-13.52%,-22.50%,22.78%,19.75%,4.11%,4.23%,-,1.10,1.16,0.25,2.72%,-0.38%,-11.26%,-30.47%,62.57%,52.97,0.34%,0.00%
GNMX,65,"Aevi Genomic Medicine, Inc.",Healthcare,Biotechnology,USA,8.77M,-,0.13,"448,760",Tomorrow Before Market EPS,,BUY,None,F,November6,-,-,-,13.37,2.58,-,39.80%,24.10%,12.40%,-,-,-,-202.80%,-347.50%,-,1.10,1.10,0.00,0.00,-,-,-,Nov 07/b,65.60M,36.45M,42.43%,0.00%,7.30%,-0.04%,2.76%,0.73,1.37M,9.68%,-11.92%,-36.33%,-40.18%,-88.17%,-80.90%,10.07%,9.31%,2.30,0.33,0.65,0.01,1.55%,-13.22%,-29.40%,-89.79%,21.55%,47.19,-10.87%,5.41%
GOGO,66,Gogo Inc.,Technology,Diversified Communication Services,USA,553.01M,-,6.30,"1,039,230",Tomorrow Before Market EPS,3-Hold ,HOLD,D (Sell),C,November6,-,-,0.65,-,3.04,-,2.50%,66.10%,-4.10%,10.00%,22.20%,-,-15.60%,67.30%,-6.20%,1.80,1.20,-,-,46.50%,-8.70%,-23.40%,Nov 07/b,87.78M,54.70M,0.40%,143.88%,57.80%,-8.54%,62.11%,17.53,1.94M,2.27%,18.76%,37.86%,22.09%,8.81%,110.70%,4.44%,5.01%,2.60,0.54,1.04,0.29,5.75%,10.62%,30.70%,-19.44%,138.64%,58.94,-2.48%,-0.31%
GPRK,88,GeoPark Limited,Basic Materials,Oil & Gas Drilling & Exploration,Chile,1.12B,11.49,18.68,"123,160",Today After Market EPS,3-Hold ,BUY,B (Buy),C,November6,7.67,-,1.75,7.69,16.18,9.51,376.90%,33.06%,16.50%,-,12.20%,-,12.30%,74.50%,25.50%,1.00,0.90,2.92,3.10,70.60%,43.50%,16.60%,Nov 06/a,59.87M,35.13M,46.62%,0.00%,34.00%,3.45%,0.71%,1.54,163.13K,2.64%,3.38%,9.24%,20.75%,5.54%,35.17%,2.83%,3.02%,1.70,0.75,0.67,0.55,2.12%,2.44%,5.60%,-7.98%,71.53%,55.79,-1.22%,0.00%
GPX,67,GP Strategies Corporation,Services,Education & Training Services,USA,191.08M,26.53,11.41,"20,136",Tomorrow Before Market EPS,4-Sell ,None,C- (Hold),C,November6,10.23,1.77,0.35,0.99,31.33,-,-38.20%,54.86%,-13.60%,15.00%,3.40%,-,1.60%,3.80%,4.80%,1.90,1.90,0.62,0.00,15.00%,3.10%,1.30%,Nov 07/b,16.75M,16.32M,1.40%,0.00%,86.40%,0.26%,2.03%,8.11,40.81K,-0.35%,1.87%,-18.44%,-12.57%,-22.70%,-9.52%,4.31%,3.44%,-,0.49,0.91,0.47,-0.30%,-6.75%,-17.50%,-33.37%,4.30%,45.68,-3.14%,-1.01%
GSAT,68,"Globalstar, Inc.",Technology,Wireless Communications,USA,530.63M,-,0.37,"541,904",Tomorrow Before Market EPS,1-Strong Buy ,HOLD,D (Sell),B,November6,-,-,4.12,1.39,21.14,-,98.30%,-400.00%,64.90%,15.00%,9.50%,-,-5.30%,-14.50%,-5.00%,0.80,0.80,1.00,1.25,58.80%,-55.30%,-43.00%,Nov 07/b,1.42B,610.51M,0.10%,0.00%,26.30%,0.01%,5.37%,30.20,1.09M,-4.57%,3.06%,-9.90%,-43.89%,-0.61%,-41.52%,6.29%,5.78%,3.00,0.50,0.14,0.02,0.50%,-3.44%,-20.84%,-48.40%,29.00%,48.66,-1.55%,0.00%
GTN,69,"Gray Television, Inc.",Services,Broadcasting - TV,USA,1.65B,9.88,16.68,"838,359",Tomorrow Before Market EPS,3-Hold ,STRONG BUY,B- (Buy),C,November6,5.72,0.99,1.01,1.22,6.56,6.96,51.20%,266.58%,49.70%,10.00%,25.60%,-,2.80%,12.10%,8.30%,2.90,2.90,2.85,2.86,37.60%,25.60%,9.20%,Nov 07/b,98.75M,91.18M,1.50%,0.93%,91.80%,0.13%,6.13%,6.81,820.94K,0.24%,12.32%,8.81%,-17.06%,-4.69%,13.16%,3.37%,3.40%,1.30,1.02,2.05,0.60,1.95%,3.96%,-8.17%,-34.10%,22.65%,51.88,-3.47%,-0.92%
GTS,70,Triple-S Management Corporation,Financial,Accident & Health Insurance,USA,373.17M,10.10,15.64,"386,135",Tomorrow Before Market EPS,,None,C (Hold),C,November6,5.69,1.01,0.12,0.41,2.24,-,-221.70%,5.77%,-27.50%,10.00%,4.70%,-,1.30%,4.30%,-6.60%,-,-,0.03,0.03,-,2.30%,1.20%,Nov 07/b,23.86M,21.62M,2.55%,0.00%,84.70%,1.97%,13.81%,9.38,318.37K,2.29%,11.79%,-39.43%,-39.65%,-13.57%,-5.47%,3.24%,4.12%,-,1.21,0.20,0.61,6.58%,-1.28%,-25.01%,-43.42%,23.54%,53.52,-0.70%,-0.19%
GTYH,71,GTY Technology Holdings Inc.,Conglomerates,Conglomerates,USA,271.71M,-,5.28,"231,213",Tomorrow Before Market EPS,,BUY,D (Sell),F,November6,-,-,16.77,0.70,10.70,-,-49.10%,53.80%,-,-,-,-,-12.20%,-14.80%,-,1.00,1.00,0.00,0.00,62.20%,-,-,Nov 07/b,51.46M,45.97M,1.80%,-,29.10%,0.53%,2.85%,10.47,125.20K,-1.31%,-4.00%,-12.29%,-45.68%,-48.13%,-47.46%,4.66%,5.64%,2.50,1.85,-,0.28,0.31%,-9.63%,-31.57%,-56.86%,16.56%,44.47,-0.38%,-0.56%
GV,89,The Goldfield Corporation,Industrial Goods,Heavy Construction,USA,55.94M,18.56,2.32,"22,700",Today After Market EPS,,None,C (Hold),D,November6,-,-,0.35,0.92,3.61,-,-17.10%,-,2.20%,-,9.10%,-,2.60%,5.00%,6.50%,2.30,2.30,0.46,0.58,14.60%,3.40%,1.90%,Nov 06/a,24.11M,20.01M,9.22%,0.00%,36.30%,0.05%,0.44%,1.67,52.42K,4.04%,10.48%,9.43%,-12.12%,-42.00%,2.65%,3.56%,3.46%,-,0.43,1.14,0.07,7.33%,7.30%,-1.36%,-43.28%,17.77%,65.27,0.87%,0.44%
GWRS,72,"Global Water Resources, Inc.",Utilities,Water Utilities,USA,259.22M,131.76,11.99,"5,641",Tomorrow Before Market EPS,3-Hold ,None,B- (Buy),B,November6,70.53,8.78,7.60,9.67,22.94,-,-56.60%,13.33%,20.00%,15.00%,1.20%,2.42%,0.70%,7.00%,5.30%,1.70,1.70,4.28,4.28,95.00%,21.30%,5.70%,Nov 07/b,21.62M,9.73M,0.20%,-,32.30%,2.23%,1.21%,6.56,17.91K,-2.12%,-0.33%,6.96%,26.34%,8.70%,18.24%,1.83%,2.20%,-,0.31,0.05,0.26,-0.58%,-1.13%,12.29%,-10.05%,33.22%,47.76,-0.08%,0.25%
HAIN,73,"The Hain Celestial Group, Inc.",Services,Food Wholesale,USA,2.56B,-,24.23,"1,431,335",Tomorrow Before Market EPS,3-Hold ,HOLD,D+ (Sell),C,November6,28.74,-,1.11,1.66,64.83,-,-177.80%,24.15%,-18.80%,-14.20%,1.80%,-,-6.60%,-11.60%,-0.60%,1.80,0.90,0.40,0.42,19.30%,-0.60%,-8.00%,Nov 07/b,105.69M,101.94M,0.20%,-,99.60%,-2.15%,13.86%,12.33,1.15M,3.64%,20.25%,9.44%,5.72%,-4.83%,52.77%,2.20%,2.29%,2.70,1.25,1.40,0.51,8.34%,13.40%,14.80%,-8.36%,67.68%,74.62,0.00%,0.00%
HBB,90,Hamilton Beach Brands Holding Company,Consumer Goods,Electronic Equipment,USA,263.30M,13.28,19.62,"47,504",Today After Market EPS,3-Hold ,None,D (Sell),D,November6,10.90,-,0.36,4.58,219.42,14.71,-4.00%,5.88%,-,-,-,1.83%,6.20%,33.70%,23.30%,1.30,0.60,0.54,1.54,24.70%,4.00%,2.80%,Nov 06/a,13.42M,5.06M,2.00%,-,54.60%,-0.04%,8.16%,7.51,55.00K,3.48%,28.15%,32.84%,17.13%,-18.32%,-16.37%,2.76%,3.15%,-,0.86,-,0.58,10.87%,20.89%,4.39%,-33.16%,55.71%,79.20,0.93%,-0.10%
HII,74,"Huntington Ingalls Industries, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,9.48B,14.49,233.99,"289,302",Tomorrow Before Market EPS,3-Hold ,BUY,B (Buy),C,November6,13.94,-,1.11,5.99,326.86,-,63.40%,20.37%,29.80%,-2.49%,3.70%,1.47%,10.20%,42.10%,29.20%,1.10,1.00,1.04,1.04,19.20%,9.80%,8.00%,Nov 07/b,40.51M,40.41M,0.20%,-8.94%,88.40%,-0.17%,2.22%,3.60,248.49K,3.95%,15.12%,10.31%,12.83%,3.41%,22.95%,1.78%,1.73%,2.40,1.16,1.19,4.23,7.36%,9.19%,9.32%,-3.33%,34.63%,74.82,1.73%,-0.05%
HIL,91,"Hill International, Inc.",Services,Business Services,USA,158.57M,-,2.85,"15,241",Today After Market EPS,,None,D (Sell),B,November6,-,-,0.40,1.71,8.48,-,-383.00%,-,-52.20%,25.00%,-5.80%,-,-5.90%,-17.40%,-17.80%,1.60,1.60,0.52,0.55,31.40%,-1.80%,-4.10%,Nov 06/a,55.64M,46.34M,2.10%,-,57.80%,-0.41%,0.85%,4.32,90.89K,1.42%,-1.38%,-9.52%,31.34%,-5.94%,-7.47%,4.21%,4.17%,-,0.17,0.91,0.12,1.95%,-0.03%,-1.20%,-29.28%,35.07%,51.23,-1.38%,0.00%
HIMX,75,"Himax Technologies, Inc.",Technology,Semiconductor - Specialized,Taiwan,425.65M,110.00,2.64,"1,151,856",Tomorrow Before Market EPS,3-Hold ,HOLD,C- (Hold),F,November6,-,4.40,0.59,0.51,3.93,-,-73.40%,70.00%,-34.60%,25.00%,-1.30%,12.88%,1.10%,2.10%,0.20%,1.60,1.20,0.00,0.46,23.40%,0.50%,1.30%,Nov 07/b,161.23M,148.70M,12.30%,0.00%,10.00%,-0.13%,5.07%,6.99,1.08M,10.46%,21.10%,-2.58%,-24.79%,-50.47%,-23.03%,7.66%,4.83%,3.20,1.07,0.21,0.12,9.77%,15.74%,-13.65%,-52.13%,55.29%,59.71,-4.69%,-0.72%
HL,76,Hecla Mining Company,Basic Materials,Gold,USA,1.15B,-,2.37,"10,398,611",Tomorrow Before Market EPS,3-Hold ,HOLD,D (Sell),C,November6,118.50,-,2.02,0.70,-,-,57.90%,115.40%,4.90%,-,8.20%,0.42%,-4.40%,-7.10%,-1.40%,1.20,0.50,0.36,0.37,-2.00%,-20.20%,-21.10%,Nov 07/b,483.95M,480.69M,0.60%,1.42%,62.20%,-2.54%,7.62%,4.24,8.65M,7.24%,17.91%,38.60%,33.90%,-8.49%,0.42%,5.51%,5.01%,3.50,1.20,0.99,0.11,15.08%,20.78%,18.36%,-22.80%,95.87%,71.88,3.04%,0.00%
HMN,92,Horace Mann Educators Corporation,Financial,Property & Casualty Insurance,USA,1.81B,15.64,44.09,"136,159",Today After Market EPS,,HOLD,B (Buy),B,November6,16.96,1.23,1.34,1.23,238.49,18.05,-74.20%,15.56%,-30.30%,12.70%,2.90%,2.61%,1.00%,8.60%,2.00%,-,-,0.20,0.20,-,12.40%,8.70%,Nov 06/a,41.11M,40.53M,1.30%,-9.58%,-,-0.29%,0.95%,2.30,167.83K,-0.18%,-0.99%,0.05%,10.81%,7.48%,17.73%,1.48%,1.55%,2.70,0.81,0.61,0.77,-0.87%,-2.22%,6.89%,-8.43%,28.24%,43.81,0.32%,-0.02%
HOLX,93,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,13.06B,-,48.56,"3,921,383",Today After Market EPS,3-Hold ,BUY,B- (Buy),B,November6,18.39,-,3.94,5.89,30.52,22.33,-162.90%,8.33%,17.60%,8.15%,5.20%,-,-0.40%,-1.30%,-5.60%,1.60,1.10,1.27,1.39,51.80%,1.80%,-0.90%,Nov 06/a,268.93M,266.51M,0.60%,-11.36%,93.90%,-4.37%,1.47%,2.29,1.72M,0.71%,0.31%,-3.00%,6.73%,21.43%,18.15%,1.45%,1.55%,2.30,2.28,0.76,0.89,-0.05%,-0.95%,2.32%,-6.96%,29.56%,49.85,0.35%,0.59%
HOS,94,"Hornbeck Offshore Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,21.24M,-,0.58,"48,590",Today After Market EPS,,BUY,D (Sell),F,November6,-,-,0.10,0.02,0.15,-,-19.70%,52.40%,-30.70%,-,-17.30%,-,-4.50%,-9.60%,-2.30%,0.90,0.90,0.84,1.04,29.50%,-40.10%,-55.50%,Nov 06/a,36.42M,32.85M,13.23%,0.00%,56.40%,-0.02%,6.72%,20.75,106.33K,-14.25%,-10.70%,-27.57%,-59.79%,-85.53%,-59.51%,24.99%,11.25%,2.00,0.46,2.03,0.07,-9.66%,-16.61%,-48.80%,-86.41%,45.41%,41.45,-4.39%,6.79%
HWKN,95,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,463.82M,18.87,44.30,"28,367",Today After Market EPS,,None,B- (Buy),B,November6,-,-,0.84,2.04,-,25.77,204.70%,-,5.90%,-,9.80%,2.08%,-,-,9.20%,2.50,1.30,0.28,0.33,17.40%,-,-,Nov 06/a,10.47M,9.61M,3.30%,0.00%,60.60%,0.02%,1.28%,4.39,28.05K,7.32%,11.14%,-3.17%,17.98%,19.70%,8.18%,3.81%,2.94%,-,1.01,0.87,1.28,7.93%,4.78%,8.29%,-7.59%,35.10%,63.31,-0.92%,-0.27%
IAC,96,IAC/InterActiveCorp,Technology,Internet Information Providers,USA,17.74B,36.45,212.59,"2,071,823",Today After Market EPS,3-Hold ,BUY,B (Buy),B,November6,35.98,0.97,3.94,6.00,5.35,21.08,57.00%,31.41%,15.60%,37.69%,7.10%,-,7.50%,19.30%,13.20%,4.10,4.10,1.05,1.06,77.20%,12.00%,12.00%,Nov 06/a,83.45M,77.50M,0.80%,-,99.20%,-0.24%,6.44%,5.58,894.70K,-6.36%,-4.36%,-17.22%,-8.13%,7.91%,16.14%,3.26%,2.78%,1.70,2.32,0.90,6.76,-6.09%,-7.76%,-5.99%,-20.89%,34.30%,34.03,4.49%,-8.38%
IAG,97,IAMGOLD Corporation,Basic Materials,Gold,Canada,1.72B,-,3.67,"3,839,720",Today After Market EPS,3-Hold ,BUY,D+ (Sell),B,November6,14.68,-,1.69,0.64,2.60,27.39,-105.60%,657.58%,51.70%,16.70%,3.20%,-,-2.50%,-3.60%,-0.10%,4.10,3.10,0.15,0.15,3.70%,-8.10%,-9.80%,Nov 06/a,468.00M,465.50M,1.70%,0.00%,76.80%,0.10%,3.24%,2.95,5.11M,2.51%,-2.13%,5.76%,48.58%,-1.34%,-0.27%,4.13%,3.96%,2.20,0.75,-0.01,0.15,3.29%,1.89%,9.42%,-11.88%,60.96%,55.16,-1.34%,0.00%
ICFI,98,"ICF International, Inc.",Services,Management Services,USA,1.63B,25.43,85.91,"133,717",Today After Market EPS,3-Hold ,BUY,B+ (Buy),B,November6,18.50,2.54,1.15,2.42,258.28,149.28,35.00%,10.20%,10.30%,10.00%,7.10%,0.65%,5.10%,9.90%,8.20%,1.70,1.70,0.43,0.43,35.60%,6.90%,4.60%,Nov 06/a,18.94M,18.08M,3.10%,-7.42%,91.00%,1.29%,2.37%,3.48,122.82K,1.68%,11.11%,3.69%,15.30%,25.21%,32.62%,1.99%,2.16%,2.00,1.09,0.60,1.83,5.65%,6.28%,11.40%,-1.18%,42.66%,66.33,-0.52%,-0.12%
ICL,77,Israel Chemicals Ltd.,Basic Materials,Agricultural Chemicals,Israel,5.94B,11.87,4.64,"80,964",Tomorrow Before Market EPS,4-Sell ,BUY,B- (Buy),D,November6,10.55,6.59,1.06,1.51,-,-,10.80%,7.30%,-6.71%,1.80%,-,4.53%,-,-,-,-,-,-,-,-,-,-,Nov 07/b,1.28B,690.28M,58.26%,0.00%,8.32%,-,0.07%,3.11,151.24K,4.27%,2.20%,-14.71%,-15.48%,-22.41%,-18.02%,1.88%,1.52%,2.50,0.54,-,0.09,0.95%,-1.12%,-10.04%,-29.01%,6.30%,51.74,0.65%,-0.65%
III,99,"Information Services Group, Inc.",Services,Management Services,USA,101.38M,23.80,2.19,"68,229",Today After Market EPS,3-Hold ,BUY,C- (Hold),F,November6,6.48,2.38,0.38,1.27,9.75,8.97,-27.00%,25.19%,4.70%,10.00%,5.50%,-,1.20%,3.40%,7.90%,2.40,2.40,1.06,1.18,41.90%,3.50%,1.00%,Nov 06/a,46.29M,31.49M,14.30%,-1.53%,50.50%,0.18%,-,-,55.80K,-3.52%,-11.69%,-11.34%,-38.48%,-46.84%,-48.35%,4.00%,4.37%,2.50,1.22,0.36,0.10,-6.70%,-12.91%,-31.50%,-56.80%,2.34%,38.05,-4.37%,-0.87%
IIPR,100,"Innovative Industrial Properties, Inc.",Financial,REIT - Industrial,USA,825.46M,66.79,72.60,"563,320",Today After Market EPS,1-Strong Buy ,BUY,C (Hold),A,November6,22.76,-,34.25,2.78,17.41,-,656.60%,84.39%,-,-,-,4.30%,3.10%,4.50%,2.10%,-,-,0.53,0.53,96.40%,44.90%,41.20%,Nov 06/a,11.37M,10.80M,3.80%,-1.01%,58.10%,0.82%,27.23%,6.73,436.80K,-0.06%,-16.03%,-30.19%,-8.79%,80.55%,59.95%,5.64%,5.51%,1.70,1.29,-,4.13,-3.17%,-14.67%,-19.17%,-47.97%,80.55%,41.87,-5.90%,0.03%
IMMR,101,Immersion Corporation,Technology,Application Software,USA,267.56M,-,8.23,"185,252",Today After Market EPS,3-Hold ,STRONG BUY,D (Sell),D,November6,28.38,-,8.03,3.11,2.63,-,255.90%,190.60%,4.80%,15.00%,18.50%,-,-19.00%,-29.30%,52.90%,5.70,5.70,0.00,0.00,99.60%,-88.20%,-82.40%,Nov 06/a,32.51M,31.10M,0.80%,122.44%,85.20%,8.19%,9.66%,13.59,220.95K,1.23%,10.32%,3.65%,-21.62%,-12.77%,-8.15%,2.91%,2.66%,1.50,0.84,1.21,0.21,2.59%,2.39%,-1.53%,-23.37%,17.24%,57.14,0.98%,-0.73%
INFN,102,Infinera Corporation,Technology,Communication Equipment,USA,993.94M,-,5.63,"3,732,144",Today After Market EPS,3-Hold ,HOLD,D (Sell),C,November6,-,-,0.89,1.95,8.99,-,-3.30%,100.00%,-37.80%,5.00%,11.60%,-,-26.20%,-63.20%,-16.30%,1.50,0.90,0.55,0.56,28.60%,-32.50%,-35.80%,Nov 06/a,176.70M,175.18M,0.60%,19.77%,80.30%,0.34%,14.12%,10.63,2.33M,3.78%,6.03%,23.36%,73.61%,-10.29%,40.98%,5.83%,3.73%,2.60,1.60,0.53,0.23,2.35%,4.00%,27.53%,-13.46%,100.89%,53.60,-5.14%,0.00%
